outcome,model_tier,model_type,variable_or_term,effect_measure,log_estimate,se_log_effect,estimate,ci_lower,ci_upper,p_value,n_complete,events_or_counts,note,source_variable,estimate_MI,ci_lower_MI,ci_upper_MI,MI_M,MI_SE_source,MI_note,relative_change_pct,ci_overlap,robustness_status
one_year_mortality,C_minimal,logistic,C(Q('m/f'))[T.m],OR,-0.18928334885220452,0.23213822349637703,0.8275519875651235,0.5250434452773526,1.3043535697531097,0.41484870528204176,497,185.0,consultation_only_not_final_stage5,,0.8947018562781396,0.6018594509692657,1.3300304752852112,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,41.21789457117939,True,not_robust_review
hospitalization,C_minimal,negative_binomial,Q('AgeAtFirstHFDate'),IRR,0.030965016209538867,0.006630576259881522,1.0314494192449835,1.0181315021396449,1.0449415446089332,3.011499685857264e-06,518,955.0,consultation_only_not_final_stage5,,0.0,,,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,inf,True,not_robust_review
hospitalization,C_minimal,negative_binomial,Q('albumin-numeric result'),IRR,-0.1550173683330427,0.14437542225591055,0.8564003031087601,0.6453301736981389,1.1365057904573403,0.2829525733618279,518,955.0,consultation_only_not_final_stage5,,8.009741079664329e-10,2.48757314840523e-84,2.5790579145136464e+65,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,13411.513399595138,True,not_robust_review
hospitalization,C_minimal,negative_binomial,Q('creatinine-numeric result'),IRR,-0.039441356933625105,0.035491569556441976,0.9613263274612547,0.8967260833736395,1.0305803801238131,0.26644438376659985,518,955.0,consultation_only_not_final_stage5,,0.0,,,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,inf,True,not_robust_review
hospitalization,C_minimal,negative_binomial,Q('LV_EF'),IRR,-0.010891473418000347,0.005502104755725603,0.989167623931612,0.9785576288955021,0.9998926576648226,0.04775857331893771,518,955.0,consultation_only_not_final_stage5,,inf,,,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,inf,True,not_robust_review
hospitalization,C_minimal,negative_binomial,Q('TissueDopplerEERatioSeptal'),IRR,0.02654559048941,0.0077966354453916165,1.0269010631165383,1.011327864824256,1.0427140694013481,0.0006622477700905909,518,955.0,consultation_only_not_final_stage5,,,,,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,,True,not_robust_review
one_year_mortality,C_lite,logistic,C(Q('m/f'))[T.m],OR,-0.21457281405113238,0.2551735043124102,0.806886056950231,0.4893325875763615,1.33051655546871,0.4004096357176419,398,164.0,consultation_only_not_final_stage5,,0.8705948647171288,0.5831752290808903,1.2996701174471612,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,35.41653957880533,True,not_robust_review
one_year_mortality,C_lite,logistic,C(Q('AFIB_binary'))[T.1],OR,0.42307764415026977,0.2332155305328336,1.526652827026287,0.9665475381233017,2.4113339099623596,0.06966144040859996,398,164.0,consultation_only_not_final_stage5,,1.226355650421471,0.8465255534850294,1.7766128560787342,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,51.770818351250306,True,not_robust_review
one_year_mortality,C_lite,logistic,C(Q('LACavitySize'))[T.Moderate_or_Severe],OR,0.3050241066064992,0.2502117316399384,1.3566577070255283,0.8307794791381878,2.2154135727341684,0.2228199141549848,398,164.0,consultation_only_not_final_stage5,,1.2475184239568746,0.8350437897036697,1.863737252227367,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,27.49546267085967,True,not_robust_review
one_year_mortality,C_lite,logistic,C(Q('LACavitySize'))[T.Normal],OR,0.27682315413937847,0.4077039304185171,1.3189331025496611,0.5931686319610426,2.9326981152899627,0.4971500067885638,398,164.0,consultation_only_not_final_stage5,,0.8726102891798048,0.450214623556919,1.6913016080344965,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,149.22501059602985,True,not_robust_review
one_year_mortality,C_lite,logistic,Q('AgeAtFirstHFDate'),OR,0.04006313182794164,0.010847904919981815,1.04087648455329,1.0189790943535806,1.0632444395567482,0.00022147788131801695,398,164.0,consultation_only_not_final_stage5,,1.052816708964554,1.0341720762582831,1.0717974775390542,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,28.47011726638505,True,not_robust_review
one_year_mortality,C_lite,logistic,Q('albumin-numeric result'),OR,-0.9446759290235209,0.22625136020400838,0.38880555108199005,0.2495418618188677,0.6057891667967836,2.9754377848843332e-05,398,164.0,consultation_only_not_final_stage5,,0.4549338248818518,0.32398332186798473,0.6388130840450006,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,16.62714310474627,True,robust_by_DEC077
one_year_mortality,C_lite,logistic,Q('creatinine-numeric result'),OR,-0.1801156678694881,0.06530873965646829,0.8351736030728193,0.7348265473670157,0.9492239355925922,0.005817209804781301,398,164.0,consultation_only_not_final_stage5,,0.8248261180405044,0.7480808780416711,0.9094446135059084,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,6.921670474990883,True,robust_by_DEC077
one_year_mortality,C_lite,logistic,Q('LV_EF'),OR,-0.029498619204695094,0.007958051191727098,0.9709322182989171,0.9559053285569891,0.9861953316589904,0.0002099242336408659,398,164.0,consultation_only_not_final_stage5,,0.9737902039180927,0.9616707631223943,0.986062379777425,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,9.963938500200983,True,robust_by_DEC077
one_year_mortality,C_lite,logistic,Q('TissueDopplerEERatioSeptal'),OR,0.0056791528808490185,0.012330266396792036,1.0056953098410393,0.9816816885469896,1.0302963455835623,0.6450953783141471,398,164.0,consultation_only_not_final_stage5,,1.0045470789513293,0.9830255755178589,1.0265397553853526,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,20.115335598649118,True,not_robust_review
one_year_mortality,C_lite,logistic,Q('EstimatedSysPAPressure'),OR,-0.0049981061921354625,0.00851771510984525,0.9950143635569251,0.9785407694046039,1.0117652883149608,0.5573450579057253,398,164.0,consultation_only_not_final_stage5,,1.0006100578864827,0.9871450275914045,1.0142587562706256,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,112.2020592074893,True,not_robust_review
survival,C_lite,cox,AgeAtFirstHFDate,HR,0.03689311327282184,0.005379065761891241,1.0375821111548362,1.0267005778128162,1.0485789729289543,6.951577398280668e-12,415,340.0,consultation_only_not_final_stage5,AgeAtFirstHFDate,1.0391899874193662,1.030082228895439,1.0483782747234267,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,4.197092695131751,True,robust_by_DEC077
survival,C_lite,cox,albumin-numeric result,HR,-0.49955828358229315,0.11018754240370196,0.606798633442712,0.4889368699058228,0.7530718262643293,5.795678612355344e-06,415,340.0,consultation_only_not_final_stage5,albumin-numeric result,0.7549885103440197,0.6379675410521454,0.8934743761593528,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,43.739748259023436,True,not_robust_review
survival,C_lite,cox,creatinine-numeric result,HR,-0.0918933525516302,0.031109398705750056,0.912202428419114,0.8582441579539629,0.9695530842848616,0.003138085545018115,415,340.0,consultation_only_not_final_stage5,creatinine-numeric result,0.9219819517946976,0.8784263093329061,0.9676972449524024,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,11.604454052887645,True,robust_by_DEC077
survival,C_lite,cox,AFIB_binary,HR,0.30306350470347687,0.11353599334964849,1.3540004471090088,1.0838689997648143,1.69145645015145,0.00760057829909792,415,340.0,consultation_only_not_final_stage5,AFIB_binary,1.2120037610213086,1.0101618482299966,1.4541760009088582,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,36.5562042901443,True,not_robust_review
survival,C_lite,cox,LV_EF,HR,-0.019751803771489405,0.0038072382323168234,0.9804419851139485,0.9731531069869582,0.9877854566486655,2.1260902215338294e-07,415,340.0,consultation_only_not_final_stage5,LV_EF,0.984475494112854,0.9784827102950057,0.9905049811422251,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,20.78559962217307,True,not_robust_review
survival,C_lite,cox,TissueDopplerEERatioSeptal,HR,0.014107610870476676,0.006044156346622638,1.014207592828299,1.0022638407407958,1.026293675915015,0.01959095798757771,415,340.0,consultation_only_not_final_stage5,TissueDopplerEERatioSeptal,1.0156180881477168,1.0043365387498762,1.027026361359643,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,9.851208252029773,True,robust_by_DEC077
survival,C_lite,cox,EstimatedSysPAPressure,HR,0.003040995264191313,0.004262468096663053,1.0030456237808663,0.9947008018610665,1.0114604527346835,0.4755764274774035,415,340.0,consultation_only_not_final_stage5,EstimatedSysPAPressure,1.0029248906004504,0.9951733338062074,1.0107368254521567,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,3.9583696537252626,True,robust_by_DEC077
survival,C_lite,cox,m/f_m,HR,-0.05428804287714793,0.12404799813833556,0.9471592447317704,0.7427337436508714,1.207849572676144,0.6616491581373432,415,340.0,consultation_only_not_final_stage5,m/f,0.9669829875608258,0.7931090489003888,1.178975450511471,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,38.15511683109969,True,not_robust_review
survival,C_lite,cox,LACavitySize_Moderate_or_Severe,HR,0.13013097339869384,0.12256727023059932,1.13897754931669,0.895747725568595,1.4482535883906191,0.2883670731918191,415,340.0,consultation_only_not_final_stage5,LACavitySize,1.1151959699816596,0.9100018551304422,1.3666588089373344,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,16.215068210145837,True,robust_by_DEC077
survival,C_lite,cox,LACavitySize_Normal,HR,0.23421801259255412,0.2055309252026083,1.2639200126519627,0.8448339341993647,1.8908968185517503,0.2544631855938725,415,340.0,consultation_only_not_final_stage5,LACavitySize,1.012494911884217,0.7232440103583052,1.417427495989295,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,94.69831779847222,True,not_robust_review
hospitalization,C_lite,negative_binomial,C(Q('m/f'))[T.m],IRR,0.22835290570857614,,1.256528683341315,,,,415,781.0,consultation_only_not_final_stage5,,inf,,,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,inf,True,not_robust_review
hospitalization,C_lite,negative_binomial,C(Q('AFIB_binary'))[T.1],IRR,0.10479317235772564,,1.1104809084540865,,,,415,781.0,consultation_only_not_final_stage5,,0.0,,,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,inf,True,not_robust_review
hospitalization,C_lite,negative_binomial,C(Q('LACavitySize'))[T.Moderate_or_Severe],IRR,-0.21289467130804127,,0.8082412637283732,,,,415,781.0,consultation_only_not_final_stage5,,0.0,,,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,inf,True,not_robust_review
hospitalization,C_lite,negative_binomial,C(Q('LACavitySize'))[T.Normal],IRR,0.22408323597842136,,1.251175157882712,,,,415,781.0,consultation_only_not_final_stage5,,369686334.67913705,2.0132633480353663e-66,6.788380972705965e+82,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,8703.945272306593,True,not_robust_review
hospitalization,C_lite,negative_binomial,Q('AgeAtFirstHFDate'),IRR,0.021203903369018926,,1.0214303034852792,,,,415,781.0,consultation_only_not_final_stage5,,,,,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,,True,not_robust_review
hospitalization,C_lite,negative_binomial,Q('albumin-numeric result'),IRR,-0.06787955059807972,,0.9343730114699186,,,,415,781.0,consultation_only_not_final_stage5,,0.0,,,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,inf,True,not_robust_review
hospitalization,C_lite,negative_binomial,Q('creatinine-numeric result'),IRR,-0.05618876619380634,,0.9453606669116041,,,,415,781.0,consultation_only_not_final_stage5,,0.0,,,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,inf,True,not_robust_review
hospitalization,C_lite,negative_binomial,Q('LV_EF'),IRR,-0.0037254879417763917,,0.99628144307861,,,,415,781.0,consultation_only_not_final_stage5,,inf,,,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,inf,True,not_robust_review
hospitalization,C_lite,negative_binomial,Q('TissueDopplerEERatioSeptal'),IRR,0.033383262801243825,,1.033946736635214,,,,415,781.0,consultation_only_not_final_stage5,,inf,,,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,inf,True,not_robust_review
hospitalization,C_lite,negative_binomial,Q('EstimatedSysPAPressure'),IRR,0.0031177546406806833,,1.003122619892587,,,,415,781.0,consultation_only_not_final_stage5,,2.7943231906803854e-22,1.991864943718549e-149,3.92006602586074e+105,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,1591927.7041766732,True,not_robust_review
one_year_mortality,C_full,logistic,C(Q('m/f'))[T.m],OR,-0.2295412498180214,0.25732539397493576,0.794898178556342,0.4800336746554028,1.3162891431018455,0.37237835519213214,391,163.0,consultation_only_not_final_stage5,,0.8737244171068469,0.5844052786673456,1.306275601735688,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,41.19128244282688,True,not_robust_review
one_year_mortality,C_full,logistic,C(Q('AFIB_binary'))[T.1],OR,0.4134637528387275,0.2357603670371617,1.5120460790251835,0.9525367723791831,2.400204812445093,0.07947407440540127,391,163.0,consultation_only_not_final_stage5,,1.225776929058102,0.8445944600979075,1.7789947137907278,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,50.76355076736981,True,not_robust_review
one_year_mortality,C_full,logistic,C(Q('tricuspid_regurgitation_clin_grouped'))[T.None_Trace_Mild],OR,0.16811635067425323,0.23425021712808652,1.1830742541273591,0.7475051568861113,1.8724482070593365,0.4729555265302138,391,163.0,consultation_only_not_final_stage5,,1.0222026640530826,0.7054952184354294,1.4810848593906576,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,86.9377526599198,True,not_robust_review
one_year_mortality,C_full,logistic,C(Q('LACavitySize'))[T.Moderate_or_Severe],OR,0.305661522315905,0.25189008558771986,1.3575227376230306,0.8285790399189734,2.224130583056676,0.22494947942845134,391,163.0,consultation_only_not_final_stage5,,1.2446448219460855,0.8349388810063744,1.855394170804433,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,28.401126847773707,True,not_robust_review
one_year_mortality,C_full,logistic,C(Q('LACavitySize'))[T.Normal],OR,0.3383272229706961,0.4142903168256552,1.4025993910613745,0.6227053671342979,3.15925501149801,0.41413256273428856,391,163.0,consultation_only_not_final_stage5,,0.8539062755625204,0.4371338278687447,1.6680382092597825,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,146.68079541882565,True,not_robust_review
one_year_mortality,C_full,logistic,Q('AgeAtFirstHFDate'),OR,0.04039948850843498,0.010921382406559228,1.0412266491992457,1.0191751044644697,1.0637553156995159,0.000216349514421123,391,163.0,consultation_only_not_final_stage5,,1.0525829783225555,1.0339013673052484,1.0716021482224003,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,26.85091970256942,True,not_robust_review
one_year_mortality,C_full,logistic,Q('albumin-numeric result'),OR,-0.956556994735325,0.23055631686910505,0.3842134602649086,0.24452264034680046,0.6037068094773093,3.3406472520662204e-05,391,163.0,consultation_only_not_final_stage5,,0.4540818083522896,0.322883844685187,0.6385896726345099,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,17.466715845430098,True,robust_by_DEC077
one_year_mortality,C_full,logistic,Q('creatinine-numeric result'),OR,-0.1730801008398273,0.06642855442673114,0.841070241713622,0.7383922677204245,0.9580262177989805,0.009173824871390726,391,163.0,consultation_only_not_final_stage5,,0.8250799226443867,0.7480356291094281,0.9100594306735637,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,11.090194929440452,True,robust_by_DEC077
one_year_mortality,C_full,logistic,Q('LV_EF'),OR,-0.02941767619721464,0.008033250124020324,0.9710108116534742,0.9558418137215958,0.9864205382236629,0.0002502642907873183,391,163.0,consultation_only_not_final_stage5,,0.9741258930094084,0.9619177117794812,0.9864890144042975,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,10.887828415479754,True,robust_by_DEC077
one_year_mortality,C_full,logistic,Q('TissueDopplerEERatioSeptal'),OR,0.00825229899039521,0.012792977470554572,1.0082864430674612,0.9833187618813787,1.0338880846008647,0.5188852170923408,391,163.0,consultation_only_not_final_stage5,,1.0044865832309577,0.9827115810874443,1.0267440776208996,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,45.75392233355612,True,not_robust_review
