outcome,model_tier,model_type,variable_or_term,effect_measure,estimate_MI,ci_lower_MI,ci_upper_MI,MI_M,MI_SE_source,MI_note
one_year_mortality,C_minimal,logistic,C(Q('AFIB_binary'))[T.1],OR,1.2741893194298723,0.8844469290762078,1.8356764757439374,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician
hospitalization,C_lite,negative_binomial,Q('AgeAtFirstHFDate'),IRR,,,,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician
hospitalization,C_lite,negative_binomial,Q('EstimatedSysPAPressure'),IRR,2.7943231906803854e-22,1.991864943718549e-149,3.92006602586074e+105,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician
hospitalization,C_lite,negative_binomial,Q('LV_EF'),IRR,inf,,,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician
hospitalization,C_lite,negative_binomial,Q('TissueDopplerEERatioSeptal'),IRR,inf,,,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician
hospitalization,C_lite,negative_binomial,Q('albumin-numeric result'),IRR,0.0,,,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician
hospitalization,C_lite,negative_binomial,Q('creatinine-numeric result'),IRR,0.0,,,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician
one_year_mortality,C_full,logistic,C(Q('AFIB_binary'))[T.1],OR,1.225776929058102,0.8445944600979075,1.7789947137907278,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician
one_year_mortality,C_full,logistic,C(Q('LACavitySize'))[T.Moderate_or_Severe],OR,1.2446448219460855,0.8349388810063744,1.855394170804433,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician
one_year_mortality,C_full,logistic,C(Q('LACavitySize'))[T.Normal],OR,0.8539062755625204,0.4371338278687447,1.6680382092597825,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician
one_year_mortality,C_full,logistic,C(Q('m/f'))[T.m],OR,0.8737244171068469,0.5844052786673456,1.306275601735688,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician
one_year_mortality,C_full,logistic,C(Q('tricuspid_regurgitation_clin_grouped'))[T.None_Trace_Mild],OR,1.0222026640530826,0.7054952184354294,1.4810848593906576,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician
one_year_mortality,C_full,logistic,Q('AgeAtFirstHFDate'),OR,1.0525829783225555,1.0339013673052484,1.0716021482224003,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician
one_year_mortality,C_full,logistic,Q('EstimatedSysPAPressure'),OR,1.0009765349763742,0.9872859312070602,1.0148569850968248,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician
one_year_mortality,C_full,logistic,Q('LV_EF'),OR,0.9741258930094084,0.9619177117794812,0.9864890144042975,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician
one_year_mortality,C_full,logistic,Q('TissueDopplerEERatioSeptal'),OR,1.0044865832309577,0.9827115810874443,1.0267440776208996,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician
one_year_mortality,C_full,logistic,Q('albumin-numeric result'),OR,0.4540818083522896,0.322883844685187,0.6385896726345099,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician
one_year_mortality,C_full,logistic,Q('creatinine-numeric result'),OR,0.8250799226443867,0.7480356291094281,0.9100594306735637,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician
survival,C_full,cox,AFIB_binary,HR,1.2125280275956642,1.0098447444014576,1.4558913395904678,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician
survival,C_full,cox,AgeAtFirstHFDate,HR,1.0395334627398034,1.0303668356969997,1.0487816403997567,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician
survival,C_full,cox,EstimatedSysPAPressure,HR,1.002989271071146,0.9955266223583772,1.010507861156611,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician
survival,C_full,cox,LACavitySize_Moderate_or_Severe,HR,1.1052733074153367,0.902775369022823,1.3531927498278404,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician
survival,C_full,cox,LACavitySize_Normal,HR,1.0053242492575432,0.7184232231658091,1.4067986857267594,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician
survival,C_full,cox,LV_EF,HR,0.9843782122028222,0.9783754987770221,0.9904177546053469,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician
survival,C_full,cox,TissueDopplerEERatioSeptal,HR,1.0158424933614376,1.004655875471934,1.0271536717326553,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician
survival,C_full,cox,albumin-numeric result,HR,0.7520999215510417,0.6352004229625595,0.8905130909058359,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician
survival,C_full,cox,creatinine-numeric result,HR,0.9245952952696045,0.880913026928135,0.9704436577760225,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician
survival,C_full,cox,m/f_m,HR,0.9691883094697931,0.7949507966650392,1.181615243551621,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician
survival,C_full,cox,tricuspid_regurgitation_clin_grouped_None_Trace_Mild,HR,0.9223341254088223,0.7641787915385019,1.1132214716152535,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician
hospitalization,C_full,negative_binomial,C(Q('AFIB_binary'))[T.1],IRR,0.0,,,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician
hospitalization,C_full,negative_binomial,C(Q('LACavitySize'))[T.Moderate_or_Severe],IRR,0.0,,,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician
hospitalization,C_full,negative_binomial,C(Q('LACavitySize'))[T.Normal],IRR,inf,,,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician
hospitalization,C_full,negative_binomial,C(Q('m/f'))[T.m],IRR,inf,,,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician
hospitalization,C_full,negative_binomial,C(Q('tricuspid_regurgitation_clin_grouped'))[T.None_Trace_Mild],IRR,inf,,,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician
hospitalization,C_full,negative_binomial,Q('AgeAtFirstHFDate'),IRR,,,,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician
hospitalization,C_full,negative_binomial,Q('EstimatedSysPAPressure'),IRR,0.0,,,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician
hospitalization,C_full,negative_binomial,Q('LV_EF'),IRR,inf,,,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician
hospitalization,C_full,negative_binomial,Q('TissueDopplerEERatioSeptal'),IRR,,,,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician
hospitalization,C_full,negative_binomial,Q('albumin-numeric result'),IRR,0.0,,,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician
hospitalization,C_full,negative_binomial,Q('creatinine-numeric result'),IRR,0.0,,,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician
